번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
1388,관광숙박업,03_11_01_P,4231000,CDFI2260032022000003,2022-08-08,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 속초시 장사동 647-12,"강원특별자치도 속초시 영랑호반길 591, 3층 (장사동)",24805,레이크스톤,2023-01-19 11:54,I,2023-06-13 0:00,,338732.6949,525535.7521,관광숙박업,,자연녹지지역,3,학교정화(상대),,,숙박시설,3,0,2,552,,,0,0,,0,0,,0,137.55,,0,,,,,,,0,,,,138,호스텔업
1389,관광숙박업,03_11_01_P,4231000,CDFI2260032023000001,2023-01-06,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 속초시 동명동 522-7,강원특별자치도 속초시 번영로 115-1 (동명동),24828,가족독채펜션편한대로,2023-12-05 14:44,U,2023-12-07 2:40,,338976.1213,524124.1408,관광숙박업,,일반주거지역,1,학교정화(절대),,,숙박시설,1,0,2,0,,,0,0,,0,0,,0,67.38,,0,,,,,,,0,,,,67,호스텔업
1390,관광숙박업,03_11_01_P,3380000,CDFI2260032023000007,2023-06-08,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 민락동 110-87 골든뷰,"부산광역시 수영구 민락수변로 125, 골든뷰 7층 (민락동)",48280,스테이웨이인,2023-06-09 10:21,I,2023-06-11 0:19,,394388.1096,186096.2496,관광숙박업,,,0,,,,,7,0,2,0,,,0,0,,0,0,,0,143.67,,0,,,,,,,150000000,,,,144,호스텔업
1391,관광숙박업,03_11_01_P,5050000,CDFI2260032023000001,2023-06-09,,1,영업/정상,13,영업중,,,,,054-773-8000,,,경상북도 경주시 황성동 1067-10,경상북도 경주시 광중길 11 (황성동),38070,더테라스 호텔,2023-06-12 9:07,U,2023-06-14 2:40,,400859.4658,266649.197,관광숙박업,,준공업지역,0,,,,숙박시설,0,0,81,4972,THE TERRACE HOTEL,Tourist Accommodations(Tourist Hotels),0,0,,0,0,,0,4971.54,,0,,,,,,,0,,,,4972,관광호텔업
1392,관광숙박업,03_11_01_P,3600000,CDFI2260032003000001,2003-10-21,,1,영업/정상,13,영업중,,,,,,,502-827,광주광역시 서구 치평동 1250-9,광주광역시 서구 상무중앙로38번길 5-8 (치평동),,호텔브라운도트,2023-08-22 13:30,U,2023-08-24 2:40,,186211.0108,183536.8303,관광숙박업,관광사업,중심상업지역,9,,,,,7,2,59,0,,,0,0,,0,0,,0,4836.44,,0,,,,,,,400000000,,,,4836,관광호텔업
1393,관광숙박업,03_11_01_P,3600000,CDFI2260032004000001,2004-01-30,,1,영업/정상,13,영업중,,,,,,,502-827,광주광역시 서구 치평동 1238-4,광주광역시 서구 상무연하로 46 (치평동),,마스터스관광호텔,2024-04-22 16:57,U,2024-04-24 2:40,,186306.0278,183688.8996,관광숙박업,관광사업,중심상업지역,12,,,,,10,2,64,0,,,0,0,,0,0,,0,7889.54,,0,,,,,,,0,,,,7890,관광호텔업
1394,관광숙박업,03_11_01_P,3600000,CDFI2260032008000001,2008-06-16,,1,영업/정상,13,영업중,,,,,062-717-7000,,502-827,광주광역시 서구 치평동 1238-3,광주광역시 서구 상무자유로 149 (치평동),,라마다플라자광주호텔,2023-06-02 16:21,U,2023-06-04 2:40,,186306.0232,183661.8954,관광숙박업,관광사업,중심상업지역,19,유흥업소밀집지역,,,호텔,16,3,120,0,,,0,0,,0,0,,0,31514,,0,,,,,,,4000000000,,,,31514,관광호텔업
1395,관광숙박업,03_11_01_P,3660000,CDFI2260032002000001,2003-03-19,,1,영업/정상,13,영업중,,,,,478-6652,,,대전광역시 서구 월평동 511,대전광역시 서구 한밭대로570번길 29-12 (월평동),35222,더휴식 워커스호텔 대전월평점,2024-04-05 13:33,U,2024-04-07 2:40,,232488.2775,317406.8117,관광숙박업,관광사업,,9,,,한화손해보험,,8,1,54,0,,,0,0,,0,0,,0,3778.04,,0,,,,,,,0,,,,3778,관광호텔업
1396,관광숙박업,03_11_01_P,3660000,CDFI2260032004000001,2004-12-09,,1,영업/정상,13,영업중,,,,,042-485-3030,,,대전광역시 서구 월평동 516,대전광역시 서구 한밭대로570번길 29-20 (월평동),35222,디엠프레스호텔,2024-04-05 10:34,U,2024-04-07 2:40,,232531.4631,317406.8057,관광숙박업,관광사업,일반상업지역,9,학교정화(상대),,삼성화재해상보험주식회사,호텔,9,1,60,0,THE EMPRESS HOTEL,TOURIST HOTELS,0,0,,0,0,,0,4987.14,,0,,,,,,,0,,,,4987,관광호텔업
1397,관광숙박업,03_11_01_P,3670000,CDFI2260031999000002,1999-06-10,,1,영업/정상,13,영업중,,,,,042-600-6000,,305-301,대전광역시 유성구 봉명동 545-5,"대전광역시 유성구 온천로 92 (봉명동, 호텔 인터시티)",34187,호텔인터시티,2023-10-03 12:10,U,2023-10-05 2:40,,231151.3543,317103.6695,관광숙박업,,일반상업지역,22,기타,,,숙박시설,16,6,199,26169,HOTEL INTERCITI,TOURISM HOTEL BUSINESS,0,0,,0,0,,0,26316.64,,0,,,,,,,0,,,,26317,관광호텔업
1398,관광숙박업,03_11_01_P,3670000,CDFI2260032016000001,2016-10-21,,1,영업/정상,13,영업중,,,,,042-822-5656,,,대전광역시 유성구 봉명동 540-16,"대전광역시 유성구 온천로101번길 30 (봉명동, 유성경하호텔)",34186,경하온천호텔,2024-01-25 14:48,U,2024-01-27 2:40,,231320.4582,317266.3093,관광숙박업,,일반상업지역,5,기타,,,호텔,4,1,40,0,Kyungha Spa Hotel,Tourist Hotels,0,0,,0,0,,0,4522.59,,0,,,,,,,12643999700,,,,4523,관광호텔업
1399,관광숙박업,03_11_01_P,3670000,CDFI2260032016000002,2016-12-05,,1,영업/정상,13,영업중,,,,,042-601-1155,,,대전광역시 유성구 봉명동 539-1,"대전광역시 유성구 온천로 81 (봉명동, 계룡스파텔)",34186,계룡스파텔,2024-01-25 14:49,U,2024-01-27 2:40,,231113.1086,317269.2646,관광숙박업,,일반상업지역,12,기타,,,숙박시설,10,2,143,0,KYERYONG SPATEL,TOURIST HOTEL,0,0,,0,0,,0,23205.63,,0,,,,,,,0,,,,23206,관광호텔업
1400,관광숙박업,03_11_01_P,3670000,CDFI2260032007000001,2007-02-27,,1,영업/정상,13,영업중,,,,,"042-865-2500, 2501",,305-340,대전광역시 유성구 도룡동 4-27번지,"대전광역시 유성구 엑스포로123번길 27-5 (도룡동, 게스트하우스)",34125,아이호텔,2020-06-10 17:15,U,2020-06-12 2:40,,235193.4476,319440.0307,관광숙박업,관광사업,일반상업지역,15,기타,,,숙박시설,14,1,80,,,,,,,,,,,3783.48,,,,,,,,,41150998376,,,,3783,가족호텔업
1401,관광숙박업,03_11_01_P,3670000,CDFI2260032010000001,2010-06-18,,1,영업/정상,13,영업중,,,,,042-820-0100,,305-301,대전광역시 유성구 봉명동 443-9,"대전광역시 유성구 온천로 9 (봉명동, 유성호텔)",34169,유성호텔,2024-01-25 14:47,U,2024-01-27 2:40,,230358.7156,317319.1719,관광숙박업,,일반상업지역,11,유흥업소밀집지역,,,호텔,10,1,190,0,,,0,0,,0,0,,0,27001.84,,0,,,,,,,0,,,,27002,관광호텔업
1402,관광숙박업,03_11_01_P,3670000,CDFI2260032013000001,2013-04-01,,1,영업/정상,13,영업중,,,,,866-5000,,305-340,대전광역시 유성구 도룡동 4-29,대전광역시 유성구 엑스포로123번길 55 (도룡동),34125,호텔 ICC,2024-02-07 17:34,U,2024-02-09 2:40,,235164.5517,319644.209,관광숙박업,,일반상업지역,8,기타,,,숙박시설,6,2,75,0,HOTEL ICC,TOURIST HOTEL,0,0,,0,0,,0,23481.11,,0,,,,,,,0,,,,23481,관광호텔업
1403,관광숙박업,03_11_01_P,3670000,CDFI2260032013000002,2013-12-26,,1,영업/정상,13,영업중,,,,,042-671-0500,,305-509,대전광역시 유성구 관평동 796,대전광역시 유성구 테크노중앙로 57 (관평동),34014,테크노밸리 호텔,2024-01-25 14:48,U,2024-01-27 2:40,,235089.9965,325115.9279,관광숙박업,,상업지역,13,기타,,,숙박시설,10,3,74,0,,,0,0,,0,0,,0,4995.39,,0,,,,,,,0,,,,4995,관광호텔업
1404,관광숙박업,03_11_01_P,3670000,CDFI2260032014000001,2014-03-07,,1,영업/정상,13,영업중,,,,,042-333-1000,,305-340,대전광역시 유성구 도룡동 4-30,대전광역시 유성구 엑스포로123번길 33 (도룡동),34125,(주)호텔롯데 롯데시티호텔대전,2024-01-19 16:02,U,2024-01-21 2:40,,235163.9421,319554.4363,관광숙박업,,일반상업지역,20,아파트지역,,,숙박시설,18,2,306,0,LOTTE CITY HOTEL DAEJEON,Tourist Hotels,0,0,,0,0,,0,23897.75,,0,,,,,,,5.11749E+11,,,,23898,관광호텔업
1405,관광숙박업,03_11_01_P,3670000,CDFI2260032014000003,2014-12-02,,1,영업/정상,13,영업중,,,,,042-936-1500,,305-509,대전광역시 유성구 관평동 781,대전광역시 유성구 테크노중앙로 69 (관평동),34014,나봄호텔 주식회사,2024-01-19 15:58,U,2024-01-21 2:40,,235196.4347,325063.5077,관광숙박업,,상업지역,13,아파트지역,,,숙박시설,10,3,75,0,Nabom Hotel,TOURIST HOTELS,0,0,,0,0,,0,4918.26,,0,,,,,,,2620000000,,,,4918,관광호텔업
1406,관광숙박업,03_11_01_P,3650000,CDFI2260031986000002,1986-11-27,,1,영업/정상,13,영업중,,,,,,,301-822,대전광역시 중구 선화동 230-6 외5필지,"대전광역시 중구 대종로505번길 50 (선화동,외5필지)",,대림호텔,2022-12-26 17:42,U,2022-12-28 2:40,,237867.6476,314268.665,관광숙박업,관광사업,일반상업지역,7,기타,,,호텔,6,1,44,5378,,,0,0,,0,0,,0,5378.48,,0,,,,,,,200000000,,,,5378,
1407,관광숙박업,03_11_01_P,3250000,CDFI2260031974000002,1974-09-07,,1,영업/정상,13,영업중,,,,,051-241-4301,,600-022,부산광역시 중구 동광동2가 12-1,부산광역시 중구 광복로97번길 23 (동광동2가),48951,(주)부산관광호텔,2024-04-11 15:09,U,2024-04-13 2:40,,385447.4045,179824.5903,관광숙박업,관광사업,,14,,,,,14,0,273,0,,,0,0,,0,0,,0,16395,,0,,,,,,,0,,,,16395,관광호텔업
1408,관광숙박업,03_11_01_P,3250000,CDFI2260031978000001,1978-05-15,,1,영업/정상,13,영업중,,,,,051-250-6002,,,부산광역시 중구 동광동3가 20,"부산광역시 중구 백산길 20 (동광동3가, 타워호텔)",48951,타워힐관광호텔,2024-04-11 15:09,U,2024-04-13 2:40,,385421.9032,179905.7944,관광숙박업,관광사업,,7,,,,,6,1,116,0,TOWERHILL HOTEL,TOURIST ACCOMMODATION(TOURIST HOTEL),0,0,,0,0,,0,5658.34,,0,,,,,,,0,,,,5658,관광호텔업
1409,관광숙박업,03_11_01_P,3300000,CDFI2260031963000001,1963-04-22,,1,영업/정상,13,영업중,,,,,550-2100,,607-832,부산광역시 동래구 온천동 137-7,부산광역시 동래구 금강공원로20번길 23 (온천동),,호텔농심,2024-02-28 9:36,U,2024-03-01 2:40,,389506.5806,193171.6503,관광숙박업,관광사업,상업지역,11,,,,호텔,9,2,238,20166,HOTEL NONG-SHIM,TOURISM BUSINESS CERTIFICATE OF REGISTRATION,0,0,,0,0,,0,28385,,0,,,,,,,0,,,,28385,관광호텔업
1410,관광숙박업,03_11_01_P,3250000,CDFI2260032008000001,2008-04-16,,1,영업/정상,13,영업중,,,,,051-442-1045,,,부산광역시 중구 대창동1가 22-4,부산광역시 중구 중앙대로 125 (대창동1가),48924,토요코인 부산중앙역,2022-09-23 11:10,U,2022-09-25 2:40,,385610.7734,180783.8595,관광숙박업,관광사업,,25,,,,,23,2,442,0,,,0,0,,0,0,,0,12168.64,,0,,,,,,,35300000000,,,,12169,관광호텔업
1411,관광숙박업,03_11_01_P,3250000,CDFI2260032017000001,2017-03-24,,1,영업/정상,13,영업중,,,,,,,,부산광역시 중구 영주동 20-10,"부산광역시 중구 초량중로 8-1, 2층 (영주동)",48911,첵앤아웃호스텔,2024-04-11 15:10,U,2024-04-13 2:40,,385580.1904,181198.1507,관광숙박업,,상업지역,2,,,동부화재,숙박시설,2,0,2,302,,,0,0,,0,0,,0,302.3,,0,,,,,,,0,,,,302,호스텔업
1412,관광숙박업,03_11_01_P,3250000,CDFI2260032017000002,2017-08-14,,1,영업/정상,13,영업중,,,,,051-795-7700,,,부산광역시 중구 남포동5가 56-1,부산광역시 중구 구덕로 53 (남포동5가),48983,스탠포드호텔 부산,2023-02-06 14:16,U,2023-02-08 2:40,,385027.1853,179533.7497,관광숙박업,,일반상업지역,17,,,,,15,2,132,0,,,0,0,,0,0,,0,4437.88,,0,,,,,,,0,,,,4438,관광호텔업
1413,관광숙박업,03_11_01_P,3250000,CDFI2260032018000001,2018-01-09,,1,영업/정상,13,영업중,,,,,051-464-8532,,,부산광역시 중구 대청동2가 7-1,부산광역시 중구 대청로 107 (대청동2가),48933,넘버25호텔 대청점,2024-04-15 15:34,U,2024-04-17 2:40,,385176.3441,180114.2972,관광숙박업,,,8,,,,,6,2,60,4277,,,0,0,,0,0,,0,4277.42,,0,,,,,,,0,,,,4277,관광호텔업
1414,관광숙박업,03_11_01_P,3350000,CDFI2260032014000001,2014-10-29,,1,영업/정상,13,영업중,,,,,513-9123~5,,609-853,부산광역시 금정구 구서동 420-40,부산광역시 금정구 금정로 242 (구서동),46274,호텔G&G,2024-01-19 15:11,U,2024-01-21 2:40,,390347.5497,195952.6741,관광숙박업,,일반상업지역,10,기타,,수협,,10,1,42,0,,,0,0,,0,0,,0,2615,,0,,,,,,,0,,,,2615,관광호텔업
1415,관광숙박업,03_11_01_P,3260000,CDFI2260031982000001,1982-03-09,,1,영업/정상,13,영업중,,,,,051-242-6635,,602-831,부산광역시 서구 암남동 335-5번지,부산광역시 서구 충무대로 16 (암남동),602-831,뉴엔송도호텔,2019-04-17 17:18,U,2019-04-19 2:40,,383829.291,177210.0511,관광숙박업,관광사업,,,,,재난배상책임보험,숙박시설,9,,45,,U N TOURIST HOTEL,TOURIST ACCOMMODATION(TOURIST HOTEL),,,,,,,,2720.17,,,,,,,,,,,,,2720,관광호텔업
1416,관광숙박업,03_11_01_P,3260000,CDFI2260032005000001,2007-02-15,,1,영업/정상,13,영업중,,,,,055-325-9713,,602-803,부산광역시 서구 남부민동 523-44,부산광역시 서구 등대로 113 (남부민동),49264,부산비치관광호텔,2022-12-22 15:44,U,2022-12-24 2:40,,384719.6088,178090.5668,관광숙박업,관광사업,준공업지역,8,기타,,재난배상책임보험,숙박시설,8,1,35,0,,,0,0,,0,0,,0,2060.7,,0,,,,,,,4499999700,,,,2061,관광호텔업
1417,관광숙박업,03_11_01_P,3260000,CDFI2260032006000002,2006-12-27,,1,영업/정상,13,영업중,,,,,,,602-803,부산광역시 서구 남부민동 523-44번지,부산광역시 서구 등대로 113 (남부민동),49264,부산비치관광호텔,2011-11-17 17:07,I,2018-08-31 23:59,,384719.6088,178090.5668,관광숙박업,관광사업,준공업지역,9,,,,,8,1,,,,,,,,,,,,2145.21,,,,,,,,,,,,,2145,
1418,관광숙박업,03_11_01_P,3250000,CDFI2260031974000001,1974-06-13,,1,영업/정상,13,영업중,,,,,051-466-9101,,600-811,부산광역시 중구 영주동 742-13,부산광역시 중구 중구로 151 (영주동),48912,(주)코모도호텔,2024-04-11 15:08,U,2024-04-13 2:40,,385475.5431,180776.201,관광숙박업,관광사업,,18,,,,숙박시설,15,3,312,0,COMMODORE,TOURIST ACCOMMODATION(TOURIST HOTEL),0,0,,0,0,,0,27553,,0,,,,,,,0,,,,27553,관광호텔업
1419,관광숙박업,03_11_01_P,3370000,CDFI2260032016000001,2016-04-07,,1,영업/정상,13,영업중,,,,,051-852-7685,,,부산광역시 연제구 연산동 1255-4,부산광역시 연제구 거제천로154번길 42 (연산동),47540,시애틀비호텔,2023-11-07 13:34,U,2023-11-09 2:40,,389289.494,189433.7618,관광숙박업,,일반상업지역,10,,,,호텔,10,0,55,0,SEATTLE B HOTEL,TOURIST HOTEL,0,0,,0,0,,0,3955.82,,0,,,,,,,2000000000,,,,3956,관광호텔업
1420,관광숙박업,03_11_01_P,3710000,CDFI2260031982000001,1982-12-28,,1,영업/정상,13,영업중,,,,,052-250-6023,,682-813,울산광역시 동구 전하동 283,울산광역시 동구 방어진순환도로 875 (전하동),44033,주식회사 라한호텔(울산),2023-03-23 17:55,U,2023-03-25 2:40,,420417.1525,227126.772,관광숙박업,관광사업,일반상업지역,12,주택가주변,,,호텔,11,1,272,20198,LAHAN HOTEL(ULSAN),Tourist Accomodations(Tourist Hotel),0,0,,0,0,,0,20562.2,,0,,,,,,,0,,,,20562,관광호텔업
1421,관광숙박업,03_11_01_P,3710000,CDFI2260032002000001,2002-07-18,,1,영업/정상,13,영업중,,,,,052-251-3000,,682-814,울산광역시 동구 전하동 312-12,울산광역시 동구 바드래1길 15 (전하동),,굿모닝 호텔,2022-05-25 9:29,U,2022-05-27 2:40,,420428.3805,226911.5581,관광숙박업,관광사업,일반상업지역,9,주택가주변,,,호텔,7,2,75,6234,,,0,0,,0,0,,0,6220.2,,0,,,,,,,0,,,,6220,관광호텔업
1422,관광숙박업,03_11_01_P,3730000,CDFI2260032000000001,2000-11-28,,1,영업/정상,13,영업중,,,,,254-2171,,689-823,울산광역시 울주군 상북면 덕현리 72-2,울산광역시 울주군 상북면 석남로 752-8,44901,리휴 관광호텔,2023-11-27 10:44,U,2023-11-29 2:40,,386527.7986,237085.2955,관광숙박업,관광사업,,6,,,,호텔,5,1,35,2088,AMARANTH TOURIST HOTEL,TOURIST HOTEL,,,,,,,,2088.08,,,,,,,,,,,,,2088,관광호텔업
1423,관광숙박업,03_11_01_P,3730000,CDFI2260032007000001,2007-12-27,,1,영업/정상,13,영업중,,,,,237-1127,,689-882,울산광역시 울주군 서생면 나사리 129,울산광역시 울주군 서생면 간절곶해안길 37,,온더웨이브호텔(ON THE WAVE HOTEL),2023-05-18 16:51,U,2023-05-20 2:40,,413578.9499,208809.3837,관광숙박업,관광사업,자연녹지지역,7,기타,,,호텔,6,1,30,2464,,,0,0,,0,0,,0,2464.28,,0,,,,,,,1500000000,,,,2464,관광호텔업
1424,관광숙박업,03_11_01_P,3700000,CDFI2260032013000002,2013-11-11,,1,영업/정상,13,영업중,,,,,,,,울산광역시 남구 삼산동 216-6,울산광역시 남구 삼산로395번길 11 (삼산동),44712,에이치에비뉴호텔 울산삼산점,2022-09-07 18:09,U,2022-09-09 2:40,,413145.9213,229323.1111,관광숙박업,,일반상업지역,10,,,,숙박시설,10,2,57,,,,,,,,,,,4902.53,,,,,,,,,,,,,4903,관광호텔업
1425,관광숙박업,03_11_01_P,3700000,CDFI2260032015000001,2015-06-29,,1,영업/정상,13,영업중,,,,,990-1110,,680-030,울산광역시 남구 달동 1248-1,울산광역시 남구 삼산로 204 (달동),44718,(주)호텔롯데 롯데시티호텔울산,2023-09-15 16:12,U,2023-09-17 2:40,,411213.0891,228919.2687,관광숙박업,,일반상업지역,17,,,,호텔,17,4,350,20459,,,,,,,,,,20458.83,,,,,,,,,5E+11,,,,20459,관광호텔업
1426,관광숙박업,03_11_01_P,3700000,CDFI2260032015000002,2015-07-09,,1,영업/정상,13,영업중,,,,,901-9000,,680-030,울산광역시 남구 달동 1247-1,울산광역시 남구 삼산로 200 (달동),44718,신라에이치엠 주식회사,2022-04-13 9:25,U,2022-04-15 2:40,,411181.0407,228913.0347,관광숙박업,,일반상업지역,20,기타,,,호텔,20,4,335,18033,,,,,,,,,,18033.24,,,,,,,,,2000000000,,,,18033,관광호텔업
1427,관광숙박업,03_11_01_P,3700000,CDFI2260032016000001,2016-08-18,,1,영업/정상,13,영업중,,,,,052 716 2553,,,울산광역시 남구 삼산동 1642-4,울산광역시 남구 삼산로392번길 8 (삼산동),44716,판도라 호텔,2021-12-28 10:44,U,2021-12-30 2:40,,413028.3942,229114.0168,관광숙박업,,일반상업지역,9,유흥업소밀집지역,,,숙박시설,9,1,70,0,,,0,0,,0,0,,0,7656.65,,0,,,,,,,14200000500,,,,7657,관광호텔업
1428,관광숙박업,03_11_01_P,3700000,CDFI2260032016000002,2016-09-12,,1,영업/정상,13,영업중,,,,,052  2719044,,,울산광역시 남구 삼산동 1565-16,울산광역시 남구 화합로178번길 7 (삼산동),44713,H 호텔,2021-12-28 10:44,U,2021-12-30 2:40,,412170.8005,229290.1016,관광숙박업,,일반상업지역,6,유흥업소밀집지역,,,호텔,6,0,44,0,,,0,0,,0,0,,0,1961.3,,0,,,,,,,4499999700,,,,1961,관광호텔업
1429,관광숙박업,03_11_01_P,3700000,CDFI2260032018000001,2018-02-28,,1,영업/정상,13,영업중,,,,,529224000,,,울산광역시 남구 삼산동 224-17,울산광역시 남구 남중로 65 (삼산동),44712,스타즈호텔울산,2024-01-31 16:59,U,2024-02-02 2:40,,412820.3646,229255.2593,관광숙박업,,일반상업지역,20,,,,숙박시설,20,3,345,0,,Tourist Hotel,0,0,,0,0,,0,15954.3,,0,,,,,,,0,,,,15954,관광호텔업
1430,관광숙박업,03_11_01_P,3700000,CDFI2260032018000002,2018-03-02,,1,영업/정상,13,영업중,,,,,522677777,,,울산광역시 남구 삼산동 1640-6,울산광역시 남구 산업로647번길 14 (삼산동),44716,여우비 관광호텔,2024-01-31 16:59,U,2024-02-02 2:40,,413004.1324,229156.5302,관광숙박업,,일반상업지역,13,,,,숙박시설,13,3,105,0,,,0,0,,0,0,,0,7859.96,,0,,,,,,,0,,,,7860,관광호텔업
1431,관광숙박업,03_11_01_P,3700000,CDFI2260032002000001,2002-01-12,,1,영업/정상,13,영업중,,,,,960-1000,,680-815,울산광역시 남구 삼산동 1480-1,울산광역시 남구 삼산로 282 (삼산동),44719,롯데호텔울산,2024-01-10 9:36,U,2024-01-12 2:40,,412001.9667,229039.5633,관광숙박업,관광사업,일반상업지역,24,,,,숙박시설,24,5,200,0,,,0,0,,0,0,,0,51866.76,,0,,,,,,,0,,,,51867,관광호텔업
1432,관광숙박업,03_11_01_P,3700000,CDFI2260032013000001,2013-04-30,,1,영업/정상,13,영업중,,,,,240-2023,,680-804,울산광역시 남구 달동 1256-4번지 울산시티호텔,"울산광역시 남구 삼산로 246 (달동, 울산시티호텔)",44718,울산시티호텔,2018-03-16 17:48,I,2018-08-31 23:59,,411620.7632,229012.6878,관광숙박업,,일반상업지역,11,,,,호텔,11,2,90,,,,,,,,,,,6309.07,,,,,,,,,500000000,,,,6309,관광호텔업
1433,관광숙박업,03_11_01_P,3250000,CDFI2260032016000001,2016-12-29,,1,영업/정상,13,영업중,,,,,051-462-8008,,,부산광역시 중구 중앙동4가 52-8,"부산광역시 중구 해관로 79-1 (중앙동4가, 반달호텔)",48928,반달호텔,2024-04-11 15:09,U,2024-04-13 2:40,,385488.7946,180448.886,관광숙박업,,일반상업지역,0,,,삼성화재,,0,0,28,0,,,0,0,,0,0,,0,994,,0,,,,,,,4800000000,,,,994,소형호텔업
1434,관광숙박업,03_11_01_P,3330000,CDFI2260032018000003,2018-06-25,,1,영업/정상,13,영업중,,,,,051-703-3757,,,부산광역시 해운대구 송정동 291-11 3~5층 일부,"부산광역시 해운대구 송정중앙로36번길 25, 3~5층 (송정동)",48072,앙스모멍,2022-12-27 15:36,U,2022-12-29 2:40,,400617.3413,189138.1871,관광숙박업,,,5,,,,,5,0,7,870,,,0,0,,0,0,,0,577.64,,0,,,,,,,0,,,,578,호스텔업
1435,관광숙박업,03_11_01_P,3270000,CDFI2260032008000001,2008-12-02,,1,영업/정상,13,영업중,,,,,051-466-1045,,,부산광역시 동구 초량동 1203-15 토요코인부산역Ⅰ,"부산광역시 동구 중앙대로196번길 12, 토요코인부산역Ⅰ (초량동)",48821,토요코인 부산역1,2024-03-28 13:41,U,2024-03-30 2:40,,385981.4503,181351.9708,관광숙박업,관광사업,상업지역,25,,,,호텔,22,3,357,0,,,0,0,,0,0,,0,9743.54,,0,,,,,,,0,,,,9744,관광호텔업
1436,관광숙박업,03_11_01_P,5180000,CDFI2260032005000001,2005-10-19,,1,영업/정상,13,영업중,,,,,054-733-4466,,766-824,경상북도 영덕군 강구면 삼사리 255번지,경상북도 영덕군 강구면 삼사길 108-10,36460,동해해상관광호텔(주),2018-11-14 13:26,U,2018-11-16 2:36,,413909.4613,318668.1038,관광숙박업,,,12,,,,,10,2,55,3141,,,,,,,,,,3140.94,,,,,,,,,800000000,,,,3141,관광호텔업
1437,관광숙박업,03_11_01_P,4820000,CDFI2260032018000003,2018-05-03,,1,영업/정상,13,영업중,,,,,061 906 1400,,,전라남도 순천시 조례동 1722-1번지,전라남도 순천시 남신월길 2 (조례동),57949,샤인호텔,2018-05-03 16:22,I,2018-08-31 23:59,,247320.8567,161835.6831,관광숙박업,,일반상업지역,14,기타,,,숙박시설,13,1,,,,,,,,,,,,3118,,,,,,,,,,,,,3118,가족호텔업
1438,관광숙박업,03_11_01_P,4820000,CDFI2260032018000004,2018-05-28,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 동외동 187-8,전라남도 순천시 북부시장길 42 (동외동),57939,헤이 42,2020-07-01 9:47,U,2020-07-03 2:40,,244478.44,162341.5037,관광숙박업,,일반상업지역,5,기타,,,숙박시설,5,0,,,,,,,,,,,,170.51,,,,,,,,,250000000,,,,171,호스텔업
1439,관광숙박업,03_11_01_P,4820000,CDFI2260032018000005,2018-06-22,,1,영업/정상,13,영업중,,,,,061 745 0045,,,전라남도 순천시 대대동 452-2번지 순천만생태펜션,"전라남도 순천시 순천만길 476, 순천만생태펜션 (대대동)",58027,순천만 생태펜션,2019-07-24 9:53,U,2019-07-26 2:40,,246437.0457,154581.6873,관광숙박업,,일반주거지역,2,기타,,,숙박시설,2,0,,,,,,,,,,,,239.56,,,,,,,,,,,,,240,호스텔업
1440,관광숙박업,03_11_01_P,4820000,CDFI2260032018000006,2018-06-27,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 풍덕동 1259-3번지 호텔캐슬,"전라남도 순천시 상풍길 37, 호텔캐슬 (풍덕동)",57960,캐슬사이드,2019-07-23 15:10,U,2019-07-25 2:40,,245028.2631,161105.8379,관광숙박업,,일반상업지역,2,기타,,,숙박시설,2,0,,,,,,,,,,,,217.31,,,,,,,,,300000000,,,,217,호스텔업
1441,관광숙박업,03_11_01_P,4820000,CDFI2260032018000007,2018-06-27,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 대대동 232-5번지,전라남도 순천시 순천만길 696 (대대동),58027,순천만 풍경,2019-07-23 14:43,U,2019-07-25 2:40,,246195.328,154334.3624,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,0,8,539,,,,,,,,,30,448.5,,,,,,,,,10000000,,,,449,호스텔업
